client_id	path	sentence
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901555.wav	trinh chỉ tay ra đường lớn rồi nói
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901556.wav	mà trinh đã thấy dạo rực
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23908877.wav	tôi chỉ thỉnh vong của cháu thảo lên mà thôi
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925076.wav	giai thoại
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925092.wav	mẹ em ngủ cùng em mà còn bị em làm cho sợ hãi
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925099.wav	nhất là khi nhìn vào con búp bê đó
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925124.wav	bố thảo liền hỏi
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925134.wav	việc làm ăn quá thuận lợi
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925137.wav	anh sắp giận em mỉm cười vội vã
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925138.wav	tao không chơi với mày nữa đâu
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925139.wav	hay là nhìn chinh giống ma quá cho nên là phương nó sợ
6aecd90c1a2adff1eadd2d0cc87ebc42e7cf142cb72b285219bd918cd2cb7bd4b0bbc6df965b00265e841386c30f07d0e31f153bc2a9a956abda86113105f41d	common_voice_vi_23950000.wav	khổ thật đấy tự nhiên thì lại mê tín
6aecd90c1a2adff1eadd2d0cc87ebc42e7cf142cb72b285219bd918cd2cb7bd4b0bbc6df965b00265e841386c30f07d0e31f153bc2a9a956abda86113105f41d	common_voice_vi_23950001.wav	nhưng mà đầu thì vẫn còn đau
6aecd90c1a2adff1eadd2d0cc87ebc42e7cf142cb72b285219bd918cd2cb7bd4b0bbc6df965b00265e841386c30f07d0e31f153bc2a9a956abda86113105f41d	common_voice_vi_23950002.wav	em lắp bắp không nói được thành câu
6aecd90c1a2adff1eadd2d0cc87ebc42e7cf142cb72b285219bd918cd2cb7bd4b0bbc6df965b00265e841386c30f07d0e31f153bc2a9a956abda86113105f41d	common_voice_vi_23950003.wav	bà ấy kể chuyện rằng
88599b1c7c90beccc99fd0b36c49344679a6e52279b50804053e940afa89aed912cb660cab7341f55d1b565f972861f291cc8df530e3161de671cf06471f89f8	common_voice_vi_23960970.wav	hạ liền gật đầu
20e6af79d82f17fa7d87cee8ee0e58526b02592e3c39e964dde9c22fbd2be331af48793ae8698ccc3b5a5804030f486157432ac7d336dbbfa03e98eb55955fa3	common_voice_vi_23970562.wav	ai ai cũng có ý định bỏ về
dcd95174e5ec419750d2614a859c7802087625231a57dd86b54d1f85720e03a583148ecd82761458e5d5004d42dbd2f71b5a11355f2fb1e544ddb0d45818ebec	common_voice_vi_23970654.wav	mẹ em cũng đồng tình với ý kiến của bố
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097244.wav	phải rồi ai tới số thì mới chết
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097245.wav	ngồi uống nước với nhau
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097271.wav	trinh bội vàng lại xem
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097272.wav	bỗng tạnh mưa rào
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097274.wav	cho nên chinh bước ra khỏi phòng
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097276.wav	cột thật chắc để dựng lên những căn nhà sản như bây giờ
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097290.wav	em cũng không rõ mình bắt đầu ngủ từ lúc mấy giờ
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097293.wav	em rùng mình rồi ngã vật ra giường
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097305.wav	chuyện này là sao
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097306.wav	em liền nói
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097307.wav	răn dạy được em
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097308.wav	chứ không lừa đảo ai bao giờ
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097329.wav	chứ không phải là không có chuyện gì
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097330.wav	tôi nghĩ cháu thảo hai năm trước cũng đã gặp quỉ
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097331.wav	sau cái chết của nhi
6664650692ce69384f73064ab70ca1e3cc452082db85e32fc045a8b4d59a55f92eb1148535a40694e8eefbbf03e48979ada52da105aabc038c571203d4889c6f	common_voice_vi_24097334.wav	theo tao mày cũng đang dư dả
e6bb52cceeb5cc044cf14ebc42d57e467b6abf00b1f9fe6441ab8edeb148f0a13b0616a6dd7db4d95a95b210f99316fcc29b6882202ab11bf5f037b6d31e8d3a	common_voice_vi_24144114.wav	nói cùng anh  xuân quỳnh
e6bb52cceeb5cc044cf14ebc42d57e467b6abf00b1f9fe6441ab8edeb148f0a13b0616a6dd7db4d95a95b210f99316fcc29b6882202ab11bf5f037b6d31e8d3a	common_voice_vi_24144116.wav	đừng xa lánh tôi
e6bb52cceeb5cc044cf14ebc42d57e467b6abf00b1f9fe6441ab8edeb148f0a13b0616a6dd7db4d95a95b210f99316fcc29b6882202ab11bf5f037b6d31e8d3a	common_voice_vi_24144117.wav	ngay cả khi lấy chồng
ad905a2757f2022fbda0080571f04a7c6d95055acd13a55d57fd272d420ac65b2031aa3434c9812acd8d87112c8540dc4c973e11c2e5cb3fe819b19c9f8eceea	common_voice_vi_24421808.wav	nhưng áng chừng cũng đã khá muộn
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24457300.wav	mọi lo lắng sợ hãi những ngày qua đều tan biến
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24457301.wav	nó còn dân tao lên phòng thờ kuman của nó mà
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24457302.wav	cô yên tâm
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24457639.wav	thà tin là có còn hơn không
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24457640.wav	phẩm giá
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458006.wav	ngôi nhà hai tầng khá rộng với hai phòng ngủ
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458032.wav	như có giông như giữa đồi gió hú
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458033.wav	chinh hoảng sợ không hiểu chuyện gì đang xảy ra
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458047.wav	trên xe ô tô lúc ấy mọi chuyện thật nguy hiểm
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458050.wav	các bạn đi cùng nhìn phương mỉm cười
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458084.wav	chưa khỏi vòng đã cong đuôi như trên
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458113.wav	em nghe vậy thì liền nói
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458121.wav	có mạ có ma
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458122.wav	tạo nên những hình thù kì lạ cũng đã được lưu trữ
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458126.wav	lên đến gần đây là mình thấy ngay ấy mà
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458141.wav	con bé yếu lắm
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458144.wav	nhưng mà mộ của bà ấy thì được cả cái họ thờ cúng
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458296.wav	nên cô gật đầu
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458316.wav	tất cả đến với cô rất thuận lợi
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458322.wav	em ngu khờ vụng dại
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458978.wav	đấy em nghe người ta nói chưa
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24458982.wav	mà nhà tôi đi có thắp hương các cụ đầu đuôi rồi
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24462273.wav	tôi là bói dạo thôi bản lĩnh cũng có hạn
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24462274.wav	sao tao ở dưới đó với mày được
8df14452892cbbbd4ab12f7ad701fd0836dff864a48a7d22e0a9e85e38953411f6e373bf09eca915c56c079b2fe408d66dd22ec4a7d947d07c1476bfcd3cb94f	common_voice_vi_24462276.wav	già làng rồi chăm chiêu rồi giục bố nó
225482938f3c990eb34960262dbc598455be448c0e27e31d49be9262df801340c6d27e7046b02e1e7e256c57457de6bb040a2d9a67dadb870899ff402bdb671b	common_voice_vi_24476315.wav	dẫu chỉ qua đường khách lại qua
225482938f3c990eb34960262dbc598455be448c0e27e31d49be9262df801340c6d27e7046b02e1e7e256c57457de6bb040a2d9a67dadb870899ff402bdb671b	common_voice_vi_24476318.wav	trở lại nắn bóp rồi cảm ơn lấy lòng ông cụ
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743771.wav	nên mới mơ thấy ác mộng như vậy
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743772.wav	nhưng cũng đoán được lí do liên quan đến thảo
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743773.wav	bằng cách qua nhà của a pheng ngủ
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743775.wav	tình anh đối với em là xứ sở
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743776.wav	giai thoại
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743777.wav	bọn cháu đến đây là để thăm phương
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743778.wav	sau đó chỉ lẳng lặng giúp người yêu dọn dẹp quán
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743780.wav	máu mê bắn bét loang nổ cả một vùng đất
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743782.wav	bà ta không phải là người xấu
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743791.wav	mày bỏ tao ở nhà thì mày cũng không đi nổi
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743792.wav	tôi xin lỗi rồi mà nếu cần tôi sẽ xin lỗi lần nữa
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743794.wav	hay là tay sai cho quỷ thì thực sự rất là khủng khiếp
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743806.wav	hội gì vậy
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743809.wav	bố thảo liền hỏi
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743816.wav	âm nhạc
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743817.wav	trinh mải suy nghĩ cho nên rót cả nước tràn ra ngoài cốc
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743818.wav	lúc họ bỏ anh lên xe anh có biết gì không
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743819.wav	con có thấy đau hay là thấy mệt không hả con
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743820.wav	má anh quân vẫn không để ý đến mình
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743826.wav	tôi chỉ thỉnh vong của cháu thảo lên mà thôi
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743827.wav	em bảo anh đi đi
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743828.wav	thầy bảo là có cái chuyện gì đâu
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743829.wav	không chỉ có như vậy
8acfc333a408b15460f1773f295338279dfa2d515895cc7449adc33adf15c3742bc6f5b55dbb72dc857d188d41feeb0948c4d6c5919c3dbd0f3167f069ae5a06	common_voice_vi_24743830.wav	đó vẫn là trinh
